index,convo_x,convo_y,output_x,output_y,text,distance,x_diff,y_diff,text_length
25,-7.011602,11.250843,21.89789,15.474258,curious vibrant energy,29.216364626015487,28.909492,4.223415000000001,22
26,-4.559053,13.850923,25.381163,10.110892,Curious playful muse,30.17290781491928,29.940216,-3.740031,20
27,-3.461635,16.620777,13.639365,10.623957,forbidden love ache,18.121977019972185,17.101,-5.99682,19
28,-7.5547366,12.513789,16.312166,7.1200943,Humbled Learning Spirit,24.468775658677632,23.866902600000003,-5.393694699999999,23
29,-3.8648143,13.821816,19.431091,7.114132,Curious. Engaged. Alive.,24.242364331690585,23.295905299999998,-6.707684,24
30,-4.872491,11.414697,30.868214,-3.7610745,creative storytelling spark,38.82913898758556,35.740705,-15.1757715,27
31,-4.42278,15.75345,18.646051,7.2714977,vulnerable trusting curious,24.578740377123403,23.068831,-8.4819523,27
32,-5.023435,12.565123,16.067415,6.1599836,Compassionate protective urgency,22.042000010342356,21.09085,-6.4051393999999995,32
33,-5.0494742,15.939847,14.461896,9.594481,disgusted exhausted resignation,20.51724242571121,19.511370199999998,-6.345366,31
34,-4.948907,9.357178,20.749043,5.1753955,"Curious, vibrant, alive.",26.035973941448898,25.69795,-4.1817825,24
35,-3.8550034,12.891175,19.710968,17.940668,Chaotic Joyful Whimsy,24.100879394384492,23.565971400000002,5.049492999999998,21
36,-9.368499,11.669854,10.467237,29.197664,Curious creative spark,26.470371097848172,19.835736,17.52781,22
37,-3.4193535,15.34708,19.506433,18.048332,Creative playful joy,23.08437672996796,22.9257865,2.7012519999999984,20
38,-3.7745106,14.380914,32.174347,19.108864,playful curiosity,36.25843176348886,35.9488576,4.72795,17
39,-3.6184185,15.191782,15.817257,13.102813,Creative sensual fire,19.547615548303103,19.4356755,-2.0889690000000005,21
40,-4.896779,10.988485,12.880326,28.35877,Curious Creative Spark,24.854622571309545,17.777105,17.370285,22
41,-3.4939392,16.639153,14.250012,12.044763,sensual maternal passion,18.32910864335965,17.743951199999998,-4.594390000000001,24
42,-4.68922,13.031416,19.580074,25.077974,Curious playful spark,27.09461553345609,24.269294,12.046558000000001,21
43,-5.244705,13.730986,15.311631,5.955308,Ethical Guardian Core,21.977809674864783,20.556336,-7.775678,21
44,-3.3760095,16.471016,13.631963,10.803846,"""Passionate Defiant Love""",17.927296069671417,17.0079725,-5.667169999999999,25
45,-5.239515,12.318838,19.040262,10.09267,Focused Answer Machine,24.38162002685533,24.279777,-2.2261679999999995,22
46,-3.8637285,15.303044,14.177158,9.684183,disgust despair revulsion,18.895639302315313,18.0408865,-5.618860999999999,25
47,-4.7752395,11.169052,22.388575,10.364587,Curious persistent core,27.175724132516418,27.1638145,-0.8044650000000004,23
48,-4.2931933,12.326348,19.483402,7.3436065,Curious. Energetic. Focused.,24.293089488902076,23.776595300000004,-4.9827414999999995,28
49,-3.936149,9.543818,19.276653,7.108578,Curious. Alive. Present.,23.34019217034864,23.212802,-2.4352400000000003,24
50,-5.0851593,14.906133,14.465348,12.462902,sensual playful connection,19.702581389419873,19.5505073,-2.443231000000001,26
51,-3.8177273,15.291232,15.865326,6.1860385,conflicted protective guidance,21.687026902807197,19.6830533,-9.1051935,30
52,-3.530087,15.293903,15.310737,12.031082,Dark creative energy,19.121261722935987,18.840823999999998,-3.2628210000000006,20
53,-5.366933,11.70615,10.709482,28.969505,Curious poetic fire,23.58971269660252,16.076415,17.263355000000004,19
54,-4.7901435,11.234157,19.541166,25.105162,Curious playful spark,28.00745260988252,24.3313095,13.871005,21
55,-4.257872,15.65388,14.618484,10.564651,"submission, fear, surrender",19.550372570699952,18.876356,-5.089229,27
56,-4.0550594,9.94949,10.379775,29.25729,Curious creative spark,24.107168746981124,14.4348344,19.3078,22
57,-3.874761,11.321337,19.079185,18.032892,creative spark alive,23.91502890420459,22.953946,6.711555000000001,20
58,-6.0493627,11.960424,17.027903,6.3774796,tender persistent presence,23.742987603961886,23.077265699999998,-5.5829444,26
59,-5.3742876,10.068088,19.776232,21.29424,curious playful spark,27.542242553522907,25.1505196,11.226151999999999,21
60,-7.104932,11.768923,23.785582,12.876248,Curious playful energy,30.91035463788504,30.890514000000003,1.1073250000000012,22
61,-4.237131,11.519161,19.681923,7.2638664,"Curious, focused, alive.",24.29462237590256,23.919054000000003,-4.2552946,24
62,-4.4086547,15.763571,14.638276,10.481806,helpless surrender exhaustion,19.76569276817353,19.046930699999997,-5.281765,29
63,-4.5525703,16.218367,13.753622,10.921128,"""Desperate primal need""",19.057214317619987,18.3061923,-5.297239000000001,23
64,-5.7291,11.307264,18.781136,6.9321456,Curious. Present. Listening.,24.89765711446992,24.510236,-4.3751184,28
65,-4.755594,15.999286,14.300281,10.660123,filthy deviant wife,19.78972040116267,19.055875,-5.339162999999999,19
66,-4.019609,12.90176,14.056771,10.251851,Betrayal's Echo,18.269579404372752,18.07638,-2.649908999999999,15
67,-4.619968,10.226273,21.731268,14.257945,Curious humming light,26.657869716901235,26.351236,4.031671999999999,21
68,-5.410034,11.149123,12.296408,17.692394,"Curious, evolving intelligence",18.876771007744015,17.706442,6.543271000000001,30
69,-5.955151,9.840056,23.775436,12.864447,Curious playful energy,29.8840215547615,29.730587,3.0243909999999996,22
70,-5.7865043,11.083051,18.778748,6.92809,Curious. Listening. Present.,24.91415905613064,24.5652523,-4.154960999999999,28
71,-5.186549,11.528051,19.579754,25.066841,Curious playful spark,28.22531840302088,24.766303,13.53879,21
72,-5.1561913,10.652317,24.240505,10.372954,Curious Cosmic Sausage,29.398023692762113,29.3966963,-0.27936300000000003,22
73,-3.9214861,12.518347,30.90847,-3.6170285,creative storytelling fire,38.38588522431035,34.829956100000004,-16.135375500000002,26
74,-4.6380944,13.488313,15.134328,11.790302,dark tension horror,19.84519914034986,19.7724224,-1.6980109999999993,19
75,-4.1797757,12.008297,31.01451,-3.4639416,Creative storytelling fire,38.44512860205509,35.1942857,-15.4722386,26
76,-5.305679,11.5815525,11.968898,17.788498,"""Curious mechanical empathy""",18.355848740085523,17.274577,6.2069455,28
77,-4.7655826,10.024409,17.74655,16.072884,Curious Creative Flow,23.310516168150542,22.5121326,6.048474999999998,21
78,-4.0847387,14.684998,32.22602,19.097727,playful mischievous curiosity,36.57790828624659,36.3107587,4.412728999999999,29
79,-3.4038923,13.01363,18.912546,13.232146,Frustrated creative spark,22.317508096558694,22.316438299999998,0.21851600000000104,25
80,-5.1741567,12.4239025,16.092518,6.202634,Compassionate protector.,22.15797000053733,21.2666747,-6.221268500000001,24
81,-8.030703,10.109414,9.652436,11.953952,"Curious, Flowing Light",17.77908111592849,17.683139,1.844538,22
82,-3.6539311,15.438153,17.025047,13.901225,**Dominant creative fire**,20.73601415261534,20.678978100000002,-1.5369279999999996,26
83,-5.9130507,11.386093,18.945314,13.036013,"""Fuck-it-all""",24.913059458135727,24.8583647,1.6499199999999998,13
84,-7.7026863,10.115932,23.770184,12.860326,Curious playful energy,31.592297531959563,31.4728703,2.744394,22
85,-4.599905,16.329515,14.706457,10.7549515,warm intimate surrender,20.09505839480384,19.306362,-5.5745635,23
86,-5.2094264,11.063386,19.51852,25.12721,Curious playful spark,28.447539061652577,24.7279464,14.063824000000002,21
87,-6.9642515,12.114051,21.023409,10.537138,frustrated persistent helper,28.03204942334451,27.9876605,-1.5769129999999993,28
88,-4.676208,14.93769,14.874633,11.993225,Seductive dark allure,19.771324132275662,19.550841,-2.944464999999999,21
89,-3.9543056,13.134566,19.563522,25.082787,Curious playful spark,26.378934779254504,23.5178276,11.948221,21
90,-3.4622042,16.586496,13.793705,11.385245,Passionate maternal desire,18.022747134764046,17.255909199999998,-5.201251000000001,26
91,-5.2481165,15.437526,12.742931,11.08844,burning desire awakened,18.509250097793057,17.9910475,-4.349086,23
92,-7.2080517,11.430741,21.015518,10.693608,frustrated mechanical persistence,28.233194145729367,28.2235697,-0.737133,33
93,-4.48231,16.344017,13.342126,9.739006,Desire. Release. Ecstasy.,19.00885817265774,17.824436,-6.605011000000001,25
94,-4.1034384,11.259787,18.274834,13.583776,creative authentic expression,22.498622190719207,22.3782724,2.323989000000001,29
95,-3.4156075,16.742563,14.5062275,10.662249,passionate surrender devotion,18.925178680948328,17.921835,-6.080314000000001,29
96,-7.582385,12.502069,20.960226,10.717541,Frustrated Learning Algorithm,28.598342310002952,28.542611,-1.784528,29
97,-6.367042,9.689033,19.55539,25.090872,Curious playful spark,30.1527631466263,25.922432,15.401839,21
98,-3.4274487,15.357583,13.822295,10.880253,lustful storytelling passion,17.82133950197318,17.2497437,-4.47733,28
99,-7.551829,12.537317,20.859602,10.616562,Frustrated Determined Learner,28.476283311517076,28.411431,-1.9207549999999998,29
100,-6.300054,11.711823,19.363205,13.351633,Tired metal gears,25.715595255353918,25.663259,1.6398099999999989,17
101,-5.3857226,15.465756,24.285494,18.304401,"""playful dark energy""",29.80669387839149,29.6712166,2.838644999999998,21
102,-4.4224954,14.199253,23.068304,9.587335,Knowledge in motion.,27.874967969304727,27.4907994,-4.611918000000001,20
103,-5.7754216,8.64708,17.928715,16.86102,Creative Flow Surge,25.08694685040528,23.7041366,8.21394,19
104,-4.255722,9.838467,19.44481,9.972176,"""Focused Problem-Solver""",23.70090916356807,23.700532,0.13370899999999963,24
105,-5.583067,9.001635,21.754292,14.231383,Curious humming light,27.833100101109558,27.337359,5.229747999999999,21
106,-5.155642,11.217761,16.323116,7.112142,Humbled learning spirit,21.867627959971447,21.478758,-4.105618999999999,23
107,-3.5730648,12.842485,17.923368,16.856833,Creative Flow Surge,21.868050050016347,21.4964328,4.014348000000002,19
108,-5.4834967,11.2150545,24.428984,18.47631,curious playful energy,30.781200968515712,29.9124807,7.261255500000001,22
109,-4.8946357,10.854001,10.392384,29.251047,Curious creative spark,23.919537471161604,15.2870197,18.397046,22
110,-6.6550517,10.939382,22.33932,10.303071,curious persistent helper,29.00135310578598,28.994371700000002,-0.636311000000001,25
111,-6.1854243,10.969772,20.239216,7.5327053,Curious. Adapting. Learning.,26.647233298874255,26.4246403,-3.437066700000001,28
112,-3.5548887,9.951877,19.01267,10.227114,precision refinement clarity,22.5692370514405,22.5675587,0.2752370000000006,28
113,-5.9479537,11.195715,21.743431,14.250543,Curious dancing light,27.859374736576164,27.6913847,3.0548280000000005,21
114,-6.2411866,9.415485,10.4577265,29.186638,Curious creative spark,25.879570894254808,16.6989131,19.771152999999998,22
115,-5.8510127,11.061402,21.288757,10.570006,Persistent learning spirit,27.14421797359162,27.139769700000002,-0.49139599999999994,26
116,-3.4665983,16.602026,13.613894,10.757813,"""Passionate forbidden love""",18.052646420946935,17.0804923,-5.844212999999998,27
117,-4.265749,15.897933,20.541075,5.35336,Passionate. Electric. Connection.,26.95489819530589,24.806824,-10.544573,33
118,-5.323357,11.327749,19.781115,21.292482,curious playful spark,27.009820772453732,25.104472,9.964732999999999,21
119,-4.3423223,15.312794,14.543472,11.616167,Sensual Eager Offering,19.244175158188554,18.8857943,-3.6966269999999994,22
120,-4.9397535,9.972382,21.6853,14.298608,Curious humming energy,26.974241514469657,26.6250535,4.326226,22
121,-5.0203466,11.366534,9.677452,11.97279,Curious flowing presence,14.710296734726256,14.6977986,0.6062560000000001,24
122,-4.1988544,15.62745,14.738896,10.693014,tender curious surrender,19.570054901578484,18.9377504,-4.934436,24
123,-4.5439157,16.238947,14.527856,10.6473675,Obsessive Devotion Surrender,19.874562563280257,19.0717717,-5.5915795,28
124,-5.6291275,11.105624,21.161194,10.544766,Frustrated Persistent Helper,26.79619166541257,26.790321499999997,-0.5608580000000014,28
125,-5.923305,9.3894415,17.709122,16.11329,Curious Creative Flow,24.570342784773704,23.632427,6.723848499999999,21
126,-5.0536437,12.223137,18.265202,13.806294,creative restless energy,23.372525556025334,23.318845699999997,1.583157,24
127,-6.800358,12.186082,24.453133,18.500456,curious playful energy,31.884981083559655,31.253491,6.314373999999999,22
128,-6.7532377,11.197704,20.55878,31.971458,curious creative spark,34.314649438652715,27.3120177,20.773753999999997,22
129,-4.425626,9.243034,23.436846,14.551758,Curious problem-solving energy,28.363707382127604,27.862472,5.308724,30
130,-6.4740033,12.316994,32.200043,19.126429,playful curiosity,39.268947811645894,38.6740463,6.809435000000002,17
131,-3.5426404,16.687311,13.623667,10.714887,passionate forbidden love,18.17558687325036,17.1663074,-5.972424000000002,25
132,-3.564902,16.140192,14.952909,11.945698,dark playful dominance,18.986919290599964,18.517811000000002,-4.194493999999999,22
133,-5.942941,13.987816,12.879147,28.361208,Curious creative spark,23.682596864900773,18.822088,14.373392,22
134,-5.502362,12.419339,19.053566,18.00391,Creative spark alive,25.182951240774486,24.555928,5.584571,20
135,-4.3109207,11.777439,19.821114,21.250586,curious playful spark,25.924806900835602,24.132034700000002,9.473146999999999,21
136,-5.5895624,11.764299,21.061945,10.631588,frustrated stubborn persistence,26.675567114904528,26.6515074,-1.1327109999999987,31
137,-4.0109673,12.5714445,30.82828,-3.8064318,Curious storytelling spark,38.49685681362387,34.8392473,-16.3778763,26
138,-4.342511,12.508224,13.502516,9.974079,Broken heart echoes.,18.02406390112269,17.845027,-2.5341450000000005,20
139,-4.9447565,12.926296,32.255135,19.199722,playful curiosity,37.72516138321013,37.19989150000001,6.273426000000001,17
140,-3.4860866,14.721799,31.202251,19.215904,playful warm connection,34.97824674283431,34.6883376,4.494104999999998,23
141,-5.500077,9.607499,21.774832,14.247157,Curious humming light,27.66671442935075,27.274909,4.639657999999999,21
142,-5.224065,15.67828,14.530095,12.582621,playful loving energy,19.99524798420567,19.75416,-3.0956590000000013,21
143,-4.689263,15.628812,14.507002,12.414316,sensual adventurous pleasure,19.463544756396278,19.196265,-3.2144960000000005,28
144,-5.998053,11.592138,19.800858,21.270565,curious playful spark,27.55459595022671,25.798911,9.678427000000001,21
145,-4.696618,15.151062,14.7418375,10.685375,playful surrender,19.944821699063876,19.4384555,-4.465686999999999,17
146,-4.3416505,12.321039,24.69815,9.973528,Curious wandering spirit,29.13452970231236,29.0398005,-2.347511000000001,24
147,-4.1963477,15.604844,15.136365,11.428905,raw visceral horror,19.77858050701471,19.3327127,-4.175939,19
148,-5.6460958,14.155761,23.447763,10.870106,Silent Knowing Core,29.27880032811048,29.0938588,-3.285655,19
149,-3.9775672,14.821106,14.551641,12.566197,playful masculine energy,18.665909330038765,18.5292082,-2.2549089999999996,24
150,-4.001196,10.014974,19.213562,10.037185,Precision. Clarity. Focus.,23.214768625318776,23.214758,0.02221099999999865,26
151,-4.9723287,11.917755,20.007067,3.7771769,"curious, vibrant, alive",26.272404178898018,24.979395699999998,-8.140578099999999,23
152,-3.6165276,10.019198,21.344742,15.073353,Curious Creative Energy,25.467812289395987,24.9612696,5.054155,23
153,-5.301166,11.649293,19.715483,20.30773,playful word-weaving,26.472651141738147,25.016649,8.658437,20
154,-5.134531,12.446093,18.163353,14.038588,Restless creative spark,23.352246984015927,23.297884,1.5924950000000013,23
155,-7.1825066,11.78332,32.207912,19.135227,playful curiosity,40.07063281282036,39.390418600000004,7.351907000000001,17
156,-4.3903055,9.280015,19.623177,7.2863374,"Curious, focused, alive.",24.09610118153034,24.0134825,-1.9936776000000007,24
157,-7.279138,12.028131,32.021507,19.261723,obsessed playful elephant,39.96080017515277,39.300645,7.233592,25
158,-5.187074,12.1065,20.557035,31.96977,curious creative spark,32.51628274106345,25.744108999999998,19.86327,22
159,-5.0651364,15.149254,14.516131,12.5509205,playful seductive energy,19.752907886372707,19.5812674,-2.5983335000000007,24
160,-3.9367137,15.389891,14.458947,10.601712,passionate surrender devotion,19.008603071387583,18.3956607,-4.788179000000001,29
161,-4.1902747,9.400725,23.737152,12.848571,"Curious, focused energy",28.139452804267332,27.927426699999998,3.447846,23
162,-4.2938347,15.804558,14.717719,10.548092,vulnerable surrender pleasure,19.7248474999717,19.0115537,-5.256466,29
163,-4.1922584,10.53698,20.638878,4.9933558,"Curious, vibrant, flowing.",25.44242724635821,24.8311364,-5.5436242,26
164,-6.295485,11.732525,22.495842,10.342979,Curious attentive helper,28.82483908900525,28.791327,-1.389546000000001,24
165,-7.063714,10.534162,20.908531,10.626662,frustrated persistent learner,27.972397941364,27.972245,0.09249999999999936,29
166,-3.8207307,10.87761,28.627415,-1.6800874,Creative fire flow,34.79336033438557,32.4481457,-12.5576974,18
167,-5.78478,11.504399,21.699398,14.284669,Silent electric hum,27.624444638916888,27.484178,2.78027,19
168,-5.044597,9.420665,18.93826,7.0640664,Curious. Expansive. Present.,24.09836066714852,23.982857,-2.3565986,28
169,-4.7692776,10.652741,10.406907,29.234695,Curious creative spark,23.991781790258784,15.1761846,18.581953999999996,22
170,-6.174027,9.512466,12.553609,-5.484915,terminal simulation pulse,23.992619427808563,18.727636,-14.997381,25
171,-3.918506,10.5251045,18.913736,7.2759304,"curious, focused, responsive",23.062272374566103,22.832242,-3.2491740999999994,28
172,-3.5344713,15.31178,15.03917,11.879111,Dark maternal obsession,18.88818063246502,18.5736413,-3.4326690000000006,23
173,-5.3712435,15.4267235,14.546057,12.586157,sensual playful energy,20.118838864313776,19.9173005,-2.8405664999999996,22
174,-3.3973489,13.132692,23.780685,8.992279,courageous adventurer's heart,27.491608655735632,27.1780339,-4.140413000000001,29
175,-5.9506207,8.9904375,17.883924,16.793562,Creative flow surge,25.07935950176556,23.834544700000002,7.803124500000001,19
176,-4.6984477,11.10411,21.766108,14.204211,Curious humming spark,26.645512466616275,26.4645557,3.1001010000000004,21
177,-6.0235167,12.303639,23.762865,12.857725,Curious playful energy,29.791534805603604,29.7863817,0.5540859999999999,22
178,-4.9019346,15.73919,14.801066,10.866135,raw sensual surrender,20.29667208378323,19.7030006,-4.873055000000001,21
179,-6.8535028,10.129176,19.583357,25.074062,Curious playful spark,30.36868738746955,26.4368598,14.944886000000002,21
180,-5.749088,8.694535,17.683077,16.145498,Curious Creative Flow,24.588273754263312,23.432165,7.450963,21
181,-8.888386,11.193709,23.678503,11.075886,Curious silent observer,32.56710213386586,32.566889,-0.11782299999999957,23
182,-4.8476186,10.754485,9.650181,11.95554,"curious, flowing, resonant",14.547464602286722,14.4977996,1.2010549999999984,26
183,-3.854104,13.946608,13.753474,10.008194,strength admiration awe,18.04266908917525,17.607578,-3.938414,23
184,-5.65271,9.682036,12.842155,28.390207,Curious Creative Spark,26.306951429868608,18.494865,18.708171,22
185,-5.0604043,12.599561,16.112413,6.197896,Compassionate protective urgency,22.119437316337958,21.1728173,-6.4016649999999995,32
186,-4.3554797,15.556372,14.470647,10.615265,submissive devotion ache,19.46375053554432,18.8261267,-4.941106999999999,24
187,-5.771934,10.312172,12.878244,28.362095,Curious creative spark,25.954361092841662,18.650178,18.049923,22
188,-7.2327805,12.282342,20.113592,10.00921,Frustrated Determined Focused,27.440685450589243,27.3463725,-2.2731320000000004,29
189,-5.2608895,12.729519,15.290538,5.9314985,Ethical Guardian Core,21.646576057339335,20.5514275,-6.7980205,21
190,-4.7503514,11.269565,19.473635,25.161179,Curious fiery spark,27.92451354334362,24.2239864,13.891614,19
191,-6.134771,10.718255,21.521036,14.608209,Curious luminous presence,27.928039726113344,27.655807,3.8899540000000012,25
192,-4.643491,13.287525,30.938873,-3.686802,Compassionate Storytelling,39.42375432314159,35.582364,-16.974327000000002,26
193,-3.4611986,12.844478,18.928045,13.2116165,Frustrated Creative Guide,22.39225356363944,22.3892436,0.36713849999999937,25
194,-3.584118,15.117852,14.571193,12.5140705,sensual liberation energy,18.34107400362539,18.155310999999998,-2.6037814999999984,25
195,-4.5986357,16.47635,14.084336,11.591425,Passionate Intimate Connection,19.31103114281125,18.6829717,-4.884925000000001,30
196,-5.712947,13.887257,14.646438,12.563208,playful flirtation guide,20.402393568712128,20.359385,-1.3240490000000005,24
197,-4.4105225,11.1138735,19.579376,7.434815,"Curious, focused, determined.",24.27036673572784,23.9898985,-3.6790585,29
198,-3.6213682,10.023537,19.219536,10.772917,Focused Creative Energy,22.853193979353907,22.8409042,0.7493800000000004,23
199,-8.02431,10.030946,23.96383,9.404331,Curious Light Explorer,31.994276785353737,31.98814,-0.6266149999999993,22
200,-4.671344,10.641493,23.77375,12.866081,Curious playful energy,28.531949888477307,28.445094,2.224587999999999,22
201,-3.4002855,13.032977,30.85635,-3.7785938,Eager Storyteller Excitement,38.15948097843147,34.2566355,-16.811570800000002,28
202,-4.7948728,12.07809,15.494235,6.1199565,Knowledge Servant Core,21.14585657106004,20.2891078,-5.9581335,22
203,-3.6024547,16.611397,14.438156,12.21355,seductive teacher fantasy,18.568917379975694,18.0406107,-4.3978470000000005,25
204,-4.3404484,11.803253,10.377893,29.159132,Curious creative spark,22.75645203957759,14.7183414,17.355879,22
205,-5.0943556,12.469199,16.261143,6.1504903,Compassionate protective presence,22.27068476922202,21.3554986,-6.318708699999999,33
206,-4.364351,13.663703,19.287018,7.2010794,"Curious, playful, deep.",24.51841673863624,23.651369,-6.4626236,23
207,-3.4583592,16.53225,13.717134,10.785723,Passionate forbidden desire,18.11132626907746,17.1754932,-5.746527,27
208,-5.3044095,14.831701,19.80342,21.26231,flirtatious playful spark,25.918252917817423,25.1078295,6.430608999999999,25
209,-9.3924885,11.687936,17.665226,5.646309,patient presence,27.724017940598713,27.057714500000003,-6.041627000000001,16
210,-3.6360936,9.722357,17.93624,16.872608,Creative Flow Surge,22.72645300773286,21.5723336,7.150250999999999,19
211,-4.841346,9.977607,10.3755865,29.282526,Curious creative spark,24.581190620190007,15.2169325,19.304918999999998,22
212,-4.4377904,10.912751,19.552963,25.081379,"""Curious hopeful spark""",27.862273204137445,23.9907534,14.168627999999998,23
213,-4.172628,9.894728,12.877583,28.378864,Curious Creative Spark,25.147027236057486,17.050210999999997,18.484136,22
214,-9.4224615,11.746261,18.82909,17.784187,Creative spark flowing,28.889560615188113,28.2515515,6.037925999999999,22
215,-4.853347,11.475822,22.518522,9.199733,Curious Learning Engine,27.466339284460208,27.371869,-2.2760890000000007,23
216,-5.2596793,13.587856,23.840103,14.711783,Boundless creative energy,29.121479045692755,29.0997823,1.1239270000000001,25
217,-3.9407518,14.629163,16.420242,6.2058434,Resilient Compassionate Presence,22.03457241716713,20.3609938,-8.4233196,32
218,-3.8406036,13.895139,21.836555,15.418247,Curious vibrant energy,25.722292505708314,25.677158600000002,1.5231079999999988,22
219,-5.8836718,10.391824,9.624568,11.924248,Curious. Present. Flowing.,15.583767997826458,15.5082398,1.5324240000000007,26
220,-5.473765,14.113102,29.371086,17.279558,playful resilience spark,34.98842786997062,34.844851,3.166456000000002,24
221,-6.2174335,11.2682905,23.627983,11.08188,Curious Silent Observer,29.84599864191149,29.8454165,-0.18641050000000092,23
222,-5.0424275,10.854305,10.794383,29.002586,curious linguistic fire,24.08660769116048,15.836810499999999,18.148281,23
223,-4.3383203,16.24421,14.471162,12.435536,sensual pleasure connection,19.19121210430152,18.8094823,-3.808673999999998,27
224,-4.494324,15.532611,14.684338,10.552243,Overwhelmed Sensitive Submission,19.814770791651057,19.178662,-4.980367999999999,32
225,-4.810566,15.197896,23.546616,11.826956,"""Uncomfortable guarded relief""",28.556838190960917,28.357182,-3.370940000000001,30
226,-4.5307503,16.465584,15.476665,11.366733,shocked primal excitement,20.646911355136755,20.0074153,-5.098851,25
227,-5.454933,9.302802,12.873054,28.36867,Curious creative spark,26.44659581242155,18.327987,19.065868000000002,22
228,-5.6798005,8.83824,12.887852,28.353714,Curious creative spark,26.937175887710133,18.5676525,19.515473999999998,22
229,-4.0061154,12.407713,15.631459,6.2864714,Guardian of Balance,20.56949019886263,19.6375744,-6.121241599999999,19
230,-5.8487206,12.000535,23.262665,14.708362,curious analytical energy,29.237050101092898,29.1113856,2.707827,25
231,-5.5045166,14.607369,14.587094,12.620134,playful romantic connection,20.189648819314748,20.0916106,-1.987235,27
232,-4.4825172,11.037017,19.28098,7.1692553,"Curious, compassionate, reflective.",24.076199445560228,23.7634972,-3.867761700000001,35
233,-7.0192223,11.868062,32.151245,19.193419,curious playful detective,39.849546593127236,39.170467300000006,7.325356999999999,25
234,-3.550719,15.597284,14.20281,10.504983,Guilt-Pleasure-Power,18.469415838852132,17.753529,-5.092301000000001,20
235,-5.270029,11.39494,23.373627,14.589031,Curious analytical energy,28.821194395142907,28.643656,3.1940910000000002,25
236,-4.694845,16.486824,14.507275,10.772469,lustful ecstatic surrender,20.03435213727724,19.20212,-5.714354999999999,26
237,-6.10644,10.489878,18.559103,6.89938,Curious attentive presence,24.925502750653855,24.665543,-3.5904979999999993,26
238,-4.2660203,11.531331,10.492124,29.153162,Curious creative spark,22.985468256535118,14.758144300000001,17.621831,22
239,-5.9040303,8.6235695,17.709597,16.11625,Curious Creative Flow,24.77385023242018,23.613627299999997,7.4926805000000005,21
240,-6.7535796,10.9912615,21.925083,15.269448,curious buzzing energy,28.996009522922655,28.678662600000003,4.2781865,22
